|dates|Broome_NewYork_UnitedStates.JHU_ConfirmedCases.data|Broome_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Broome_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Broome_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Broome_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Broome_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|414.0|0|28.0|0|0.0|0
0|2020-05-18|423.0|0|28.0|0|0.0|0
0|2020-05-19|429.0|0|30.0|0|0.0|0
0|2020-05-20|436.0|0|30.0|0|0.0|0
0|2020-05-21|451.0|0|30.0|0|0.0|0
0|2020-05-22|468.0|0|30.0|0|0.0|0
0|2020-05-23|468.0|0|30.0|0|0.0|0
