|dates|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|52.0|0|4.0|0|0.0|0
0|2020-05-18|52.0|0|4.0|0|0.0|0
0|2020-05-19|52.0|0|4.0|0|0.0|0
0|2020-05-20|52.0|0|4.0|0|0.0|0
0|2020-05-21|54.0|0|4.0|0|0.0|0
0|2020-05-22|56.0|0|4.0|0|0.0|0
0|2020-05-23|56.0|0|4.0|0|0.0|0
