|dates|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|185.0|0|4.0|0|0.0|0
0|2020-05-28|185.0|0|4.0|0|0.0|0
0|2020-05-29|185.0|0|4.0|0|0.0|0
0|2020-05-30|185.0|0|4.0|0|0.0|0
