|dates|Conecuh_Alabama_UnitedStates.JHU_ConfirmedCases.data|Conecuh_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Conecuh_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Conecuh_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Conecuh_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Conecuh_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|18.0|0|0.0|0|0.0|0
0|2020-05-18|19.0|0|0.0|0|0.0|0
0|2020-05-19|21.0|0|0.0|0|0.0|0
0|2020-05-20|22.0|0|0.0|0|0.0|0
0|2020-05-21|22.0|0|1.0|0|0.0|0
0|2020-05-22|24.0|0|1.0|0|0.0|0
0|2020-05-23|24.0|0|1.0|0|0.0|0
