|dates|Pinellas_Florida_UnitedStates.JHU_ConfirmedCases.data|Pinellas_Florida_UnitedStates.JHU_ConfirmedCases.missing|Pinellas_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Pinellas_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Pinellas_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Pinellas_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1205.0|0|79.0|0|0.0|0
0|2020-05-28|1205.0|0|79.0|0|0.0|0
0|2020-05-29|1205.0|0|79.0|0|0.0|0
0|2020-05-30|1205.0|0|79.0|0|0.0|0
