|dates|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|38.0|0|2.0|0|0.0|0
0|2020-05-28|38.0|0|2.0|0|0.0|0
0|2020-05-29|38.0|0|2.0|0|0.0|0
0|2020-05-30|38.0|0|2.0|0|0.0|0
