|dates|Lee_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Lee_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Lee_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|17.0|0|1.0|0|0.0|0
0|2020-05-28|18.0|0|1.0|0|0.0|0
0|2020-05-29|18.0|0|1.0|0|0.0|0
0|2020-05-30|18.0|0|1.0|0|0.0|0
