|dates|Union_Illinois_UnitedStates.JHU_ConfirmedCases.data|Union_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Union_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Union_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|122.0|0|4.0|0|0.0|0
0|2020-05-18|122.0|0|4.0|0|0.0|0
0|2020-05-19|122.0|0|4.0|0|0.0|0
0|2020-05-20|124.0|0|5.0|0|0.0|0
0|2020-05-21|124.0|0|5.0|0|0.0|0
0|2020-05-22|136.0|0|5.0|0|0.0|0
0|2020-05-23|136.0|0|5.0|0|0.0|0
