|dates|Gray_Texas_UnitedStates.JHU_ConfirmedCases.data|Gray_Texas_UnitedStates.JHU_ConfirmedCases.missing|Gray_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Gray_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Gray_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Gray_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|91.0|0|0.0|0|0.0|0
0|2020-05-18|93.0|0|0.0|0|0.0|0
0|2020-05-19|94.0|0|1.0|0|0.0|0
0|2020-05-20|95.0|0|1.0|0|0.0|0
0|2020-05-21|95.0|0|1.0|0|0.0|0
0|2020-05-22|95.0|0|1.0|0|0.0|0
0|2020-05-23|95.0|0|1.0|0|0.0|0
