|dates|Teton_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Teton_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Teton_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Teton_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Teton_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Teton_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|100.0|0|0.0|0|0.0|0
0|2020-05-18|100.0|0|0.0|0|0.0|0
0|2020-05-19|100.0|0|0.0|0|0.0|0
0|2020-05-20|100.0|0|0.0|0|0.0|0
0|2020-05-21|100.0|0|0.0|0|0.0|0
0|2020-05-22|100.0|0|0.0|0|0.0|0
0|2020-05-23|100.0|0|0.0|0|0.0|0
