|dates|Columbiana_Ohio_UnitedStates.JHU_ConfirmedCases.data|Columbiana_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Columbiana_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Columbiana_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Columbiana_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Columbiana_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|367.0|0|43.0|0|0.0|0
0|2020-05-15|397.0|0|43.0|0|0.0|0
0|2020-05-16|397.0|0|43.0|0|0.0|0
