|dates|Shelby_Texas_UnitedStates.JHU_ConfirmedCases.data|Shelby_Texas_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|167.0|0|5.0|0|0.0|0
0|2020-05-15|172.0|0|5.0|0|0.0|0
0|2020-05-16|172.0|0|5.0|0|0.0|0
