|dates|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|181.0|0|5.0|0|0.0|0
0|2020-05-15|194.0|0|5.0|0|0.0|0
0|2020-05-16|194.0|0|5.0|0|0.0|0
