|dates|Solano_California_UnitedStates.JHU_ConfirmedCases.data|Solano_California_UnitedStates.JHU_ConfirmedCases.missing|Solano_California_UnitedStates.JHU_ConfirmedDeaths.data|Solano_California_UnitedStates.JHU_ConfirmedDeaths.missing|Solano_California_UnitedStates.JHU_ConfirmedRecoveries.data|Solano_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|410.0|0|16.0|0|0.0|0
0|2020-05-18|410.0|0|16.0|0|0.0|0
0|2020-05-19|430.0|0|16.0|0|0.0|0
0|2020-05-20|435.0|0|18.0|0|0.0|0
0|2020-05-21|435.0|0|18.0|0|0.0|0
0|2020-05-22|449.0|0|19.0|0|0.0|0
0|2020-05-23|449.0|0|19.0|0|0.0|0
