|dates|Stewart_Georgia_UnitedStates.JHU_ConfirmedCases.data|Stewart_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Stewart_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Stewart_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Stewart_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Stewart_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|37.0|0|0.0|0|0.0|0
0|2020-05-18|39.0|0|0.0|0|0.0|0
0|2020-05-19|40.0|0|0.0|0|0.0|0
0|2020-05-20|40.0|0|0.0|0|0.0|0
0|2020-05-21|40.0|0|0.0|0|0.0|0
0|2020-05-22|40.0|0|0.0|0|0.0|0
0|2020-05-23|40.0|0|0.0|0|0.0|0
