|dates|Walton_Georgia_UnitedStates.JHU_ConfirmedCases.data|Walton_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Walton_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Walton_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Walton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Walton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|242.0|0|12.0|0|0.0|0
0|2020-05-28|242.0|0|12.0|0|0.0|0
0|2020-05-29|242.0|0|12.0|0|0.0|0
0|2020-05-30|242.0|0|12.0|0|0.0|0
