|dates|Fayette_Alabama_UnitedStates.JHU_ConfirmedCases.data|Fayette_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|13.0|0|0.0|0|0.0|0
0|2020-05-28|13.0|0|0.0|0|0.0|0
0|2020-05-29|13.0|0|0.0|0|0.0|0
0|2020-05-30|13.0|0|0.0|0|0.0|0
