|dates|Franklin_Indiana_UnitedStates.JHU_ConfirmedCases.data|Franklin_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|106.0|0|7.0|0|0.0|0
0|2020-05-18|106.0|0|7.0|0|0.0|0
0|2020-05-19|106.0|0|7.0|0|0.0|0
0|2020-05-20|106.0|0|7.0|0|0.0|0
0|2020-05-21|106.0|0|7.0|0|0.0|0
0|2020-05-22|106.0|0|8.0|0|0.0|0
0|2020-05-23|106.0|0|8.0|0|0.0|0
