|dates|Fulton_NewYork_UnitedStates.JHU_ConfirmedCases.data|Fulton_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Fulton_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|171.0|0|14.0|0|0.0|0
0|2020-05-18|182.0|0|14.0|0|0.0|0
0|2020-05-19|182.0|0|15.0|0|0.0|0
0|2020-05-20|184.0|0|15.0|0|0.0|0
0|2020-05-21|186.0|0|15.0|0|0.0|0
0|2020-05-22|189.0|0|15.0|0|0.0|0
0|2020-05-23|189.0|0|15.0|0|0.0|0
