|dates|Socorro_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Socorro_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Socorro_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Socorro_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Socorro_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Socorro_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|49.0|0|4.0|0|0.0|0
0|2020-05-15|49.0|0|4.0|0|0.0|0
0|2020-05-16|49.0|0|4.0|0|0.0|0
