|dates|RedRiver_Texas_UnitedStates.JHU_ConfirmedCases.data|RedRiver_Texas_UnitedStates.JHU_ConfirmedCases.missing|RedRiver_Texas_UnitedStates.JHU_ConfirmedDeaths.data|RedRiver_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|RedRiver_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|RedRiver_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|33.0|0|0.0|0|0.0|0
0|2020-05-15|35.0|0|0.0|0|0.0|0
0|2020-05-16|35.0|0|0.0|0|0.0|0
