|dates|Gladwin_Michigan_UnitedStates.JHU_ConfirmedCases.data|Gladwin_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Gladwin_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Gladwin_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Gladwin_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Gladwin_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|17.0|0|1.0|0|0.0|0
0|2020-05-15|17.0|0|1.0|0|0.0|0
0|2020-05-16|17.0|0|1.0|0|0.0|0
