|dates|Keweenaw_Michigan_UnitedStates.JHU_ConfirmedCases.data|Keweenaw_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Keweenaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Keweenaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Keweenaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Keweenaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|44451.0|0|4183.0|0|0.0|0
0|2020-05-28|44451.0|0|4183.0|0|0.0|0
0|2020-05-29|44451.0|0|4183.0|0|0.0|0
0|2020-05-30|44451.0|0|4183.0|0|0.0|0
