|dates|Mason_Washington_UnitedStates.JHU_ConfirmedCases.data|Mason_Washington_UnitedStates.JHU_ConfirmedCases.missing|Mason_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Mason_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Mason_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Mason_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|31.0|0|1.0|0|0.0|0
0|2020-05-18|33.0|0|1.0|0|0.0|0
0|2020-05-19|33.0|0|1.0|0|0.0|0
0|2020-05-20|33.0|0|1.0|0|0.0|0
0|2020-05-21|33.0|0|1.0|0|0.0|0
0|2020-05-22|34.0|0|1.0|0|0.0|0
0|2020-05-23|34.0|0|1.0|0|0.0|0
