|dates|Harlan_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Harlan_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Harlan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Harlan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Harlan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Harlan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1.0|0|0.0|0|0.0|0
0|2020-05-18|1.0|0|0.0|0|0.0|0
0|2020-05-19|1.0|0|0.0|0|0.0|0
0|2020-05-20|1.0|0|0.0|0|0.0|0
0|2020-05-21|1.0|0|0.0|0|0.0|0
0|2020-05-22|1.0|0|0.0|0|0.0|0
0|2020-05-23|1.0|0|0.0|0|0.0|0
