|dates|Washington_Utah_UnitedStates.JHU_ConfirmedCases.data|Washington_Utah_UnitedStates.JHU_ConfirmedCases.missing|Washington_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|77.0|0|1.0|0|0.0|0
0|2020-05-18|77.0|0|1.0|0|0.0|0
0|2020-05-19|77.0|0|1.0|0|0.0|0
0|2020-05-20|77.0|0|1.0|0|0.0|0
0|2020-05-21|77.0|0|1.0|0|0.0|0
0|2020-05-22|77.0|0|1.0|0|0.0|0
0|2020-05-23|77.0|0|1.0|0|0.0|0
