|dates|OutofUT_Utah_UnitedStates.JHU_ConfirmedCases.data|OutofUT_Utah_UnitedStates.JHU_ConfirmedCases.missing|OutofUT_Utah_UnitedStates.JHU_ConfirmedDeaths.data|OutofUT_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|OutofUT_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|OutofUT_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|22.0|0|0.0|0|0.0|0
0|2020-05-18|22.0|0|0.0|0|0.0|0
0|2020-05-19|22.0|0|0.0|0|0.0|0
0|2020-05-20|22.0|0|0.0|0|0.0|0
0|2020-05-21|22.0|0|0.0|0|0.0|0
0|2020-05-22|22.0|0|0.0|0|0.0|0
0|2020-05-23|22.0|0|0.0|0|0.0|0
