|dates|Scott_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Scott_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Scott_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|487.0|0|6.0|0|0.0|0
0|2020-05-15|504.0|0|6.0|0|0.0|0
0|2020-05-16|504.0|0|6.0|0|0.0|0
