|dates|Putnam_Georgia_UnitedStates.JHU_ConfirmedCases.data|Putnam_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|87.0|0|8.0|0|0.0|0
0|2020-05-25|88.0|0|8.0|0|0.0|0
0|2020-05-26|88.0|0|8.0|0|0.0|0
