|dates|Rapides_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Rapides_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Rapides_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Rapides_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Rapides_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Rapides_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|606.0|0|21.0|0|0.0|0
0|2020-05-25|654.0|0|21.0|0|0.0|0
0|2020-05-26|654.0|0|21.0|0|0.0|0
