|dates|Watauga_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Watauga_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Watauga_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Watauga_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Watauga_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Watauga_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9.0|0|0.0|0|0.0|0
0|2020-05-18|11.0|0|0.0|0|0.0|0
0|2020-05-19|11.0|0|0.0|0|0.0|0
0|2020-05-20|12.0|0|0.0|0|0.0|0
0|2020-05-21|12.0|0|0.0|0|0.0|0
0|2020-05-22|13.0|0|0.0|0|0.0|0
0|2020-05-23|13.0|0|0.0|0|0.0|0
