|dates|Ochiltree_Texas_UnitedStates.JHU_ConfirmedCases.data|Ochiltree_Texas_UnitedStates.JHU_ConfirmedCases.missing|Ochiltree_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Ochiltree_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Ochiltree_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Ochiltree_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|43.0|0|2.0|0|0.0|0
0|2020-05-28|43.0|0|2.0|0|0.0|0
0|2020-05-29|43.0|0|2.0|0|0.0|0
0|2020-05-30|43.0|0|2.0|0|0.0|0
