|dates|Clinton_Indiana_UnitedStates.JHU_ConfirmedCases.data|Clinton_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Clinton_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|208.0|0|1.0|0|0.0|0
0|2020-05-25|215.0|0|1.0|0|0.0|0
0|2020-05-26|215.0|0|1.0|0|0.0|0
