|dates|Wright_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Wright_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Wright_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Wright_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Wright_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Wright_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|269.0|0|1.0|0|0.0|0
0|2020-05-28|269.0|0|1.0|0|0.0|0
0|2020-05-29|269.0|0|1.0|0|0.0|0
0|2020-05-30|269.0|0|1.0|0|0.0|0
