|dates|Victoria_Texas_UnitedStates.JHU_ConfirmedCases.data|Victoria_Texas_UnitedStates.JHU_ConfirmedCases.missing|Victoria_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Victoria_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Victoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Victoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|154.0|0|6.0|0|0.0|0
0|2020-05-15|154.0|0|6.0|0|0.0|0
0|2020-05-16|154.0|0|6.0|0|0.0|0
