|dates|Crawford_Missouri_UnitedStates.JHU_ConfirmedCases.data|Crawford_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|9.0|0|0.0|0|0.0|0
0|2020-05-28|9.0|0|0.0|0|0.0|0
0|2020-05-29|9.0|0|0.0|0|0.0|0
0|2020-05-30|9.0|0|0.0|0|0.0|0
