|dates|Butts_Georgia_UnitedStates.JHU_ConfirmedCases.data|Butts_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Butts_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Butts_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Butts_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Butts_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|219.0|0|21.0|0|0.0|0
0|2020-05-28|219.0|0|21.0|0|0.0|0
0|2020-05-29|219.0|0|21.0|0|0.0|0
0|2020-05-30|219.0|0|21.0|0|0.0|0
