|dates|Boone_Indiana_UnitedStates.JHU_ConfirmedCases.data|Boone_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Boone_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|293.0|0|35.0|0|0.0|0
0|2020-05-28|293.0|0|35.0|0|0.0|0
0|2020-05-29|293.0|0|35.0|0|0.0|0
0|2020-05-30|293.0|0|35.0|0|0.0|0
