|dates|Walthall_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Walthall_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Walthall_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Walthall_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Walthall_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Walthall_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|46.0|0|0.0|0|0.0|0
0|2020-05-18|46.0|0|0.0|0|0.0|0
0|2020-05-19|44.0|0|0.0|0|0.0|0
0|2020-05-20|46.0|0|0.0|0|0.0|0
0|2020-05-21|48.0|0|0.0|0|0.0|0
0|2020-05-22|50.0|0|0.0|0|0.0|0
0|2020-05-23|50.0|0|0.0|0|0.0|0
