|dates|Fannin_Georgia_UnitedStates.JHU_ConfirmedCases.data|Fannin_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Fannin_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Fannin_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Fannin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Fannin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|1.0|0|0.0|0
0|2020-05-18|38.0|0|1.0|0|0.0|0
0|2020-05-19|38.0|0|1.0|0|0.0|0
0|2020-05-20|39.0|0|1.0|0|0.0|0
0|2020-05-21|39.0|0|1.0|0|0.0|0
0|2020-05-22|39.0|0|1.0|0|0.0|0
0|2020-05-23|39.0|0|1.0|0|0.0|0
