|dates|White_Georgia_UnitedStates.JHU_ConfirmedCases.data|White_Georgia_UnitedStates.JHU_ConfirmedCases.missing|White_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|White_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|White_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|White_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|88.0|0|2.0|0|0.0|0
0|2020-05-15|89.0|0|2.0|0|0.0|0
0|2020-05-16|89.0|0|2.0|0|0.0|0
