|dates|Garfield_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Garfield_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Garfield_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Garfield_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Garfield_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Garfield_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|22.0|0|1.0|0|0.0|0
0|2020-05-15|23.0|0|1.0|0|0.0|0
0|2020-05-16|23.0|0|1.0|0|0.0|0
