|dates|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|274.0|0|3.0|0|0.0|0
0|2020-05-28|274.0|0|3.0|0|0.0|0
0|2020-05-29|274.0|0|3.0|0|0.0|0
0|2020-05-30|274.0|0|3.0|0|0.0|0
