|dates|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|56.0|0|0.0|0|0.0|0
0|2020-05-18|58.0|0|0.0|0|0.0|0
0|2020-05-19|59.0|0|0.0|0|0.0|0
0|2020-05-20|59.0|0|0.0|0|0.0|0
0|2020-05-21|59.0|0|0.0|0|0.0|0
0|2020-05-22|61.0|0|0.0|0|0.0|0
0|2020-05-23|61.0|0|0.0|0|0.0|0
