|dates|Carroll_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Carroll_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|106.0|0|4.0|0|0.0|0
0|2020-05-15|109.0|0|4.0|0|0.0|0
0|2020-05-16|109.0|0|4.0|0|0.0|0
