|dates|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedCases.data|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|5.0|0|1.0|0|0.0|0
0|2020-05-25|5.0|0|1.0|0|0.0|0
0|2020-05-26|5.0|0|1.0|0|0.0|0
