|dates|Whiteside_Illinois_UnitedStates.JHU_ConfirmedCases.data|Whiteside_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Whiteside_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Whiteside_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Whiteside_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Whiteside_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|134.0|0|10.0|0|0.0|0
0|2020-05-25|134.0|0|10.0|0|0.0|0
0|2020-05-26|134.0|0|10.0|0|0.0|0
