|dates|SantaClara_California_UnitedStates.JHU_ConfirmedCases.data|SantaClara_California_UnitedStates.JHU_ConfirmedCases.missing|SantaClara_California_UnitedStates.JHU_ConfirmedDeaths.data|SantaClara_California_UnitedStates.JHU_ConfirmedDeaths.missing|SantaClara_California_UnitedStates.JHU_ConfirmedRecoveries.data|SantaClara_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2453.0|0|135.0|0|0.0|0
0|2020-05-18|2453.0|0|135.0|0|0.0|0
0|2020-05-19|2483.0|0|137.0|0|0.0|0
0|2020-05-20|2492.0|0|138.0|0|0.0|0
0|2020-05-21|2492.0|0|138.0|0|0.0|0
0|2020-05-22|2492.0|0|138.0|0|0.0|0
0|2020-05-23|2492.0|0|138.0|0|0.0|0
