|dates|Boone_Missouri_UnitedStates.JHU_ConfirmedCases.data|Boone_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Boone_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|116.0|0|1.0|0|0.0|0
0|2020-05-25|122.0|0|1.0|0|0.0|0
0|2020-05-26|122.0|0|1.0|0|0.0|0
