|dates|Panola_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Panola_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Panola_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Panola_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Panola_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Panola_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|64.0|0|3.0|0|0.0|0
0|2020-05-28|64.0|0|3.0|0|0.0|0
0|2020-05-29|64.0|0|3.0|0|0.0|0
0|2020-05-30|64.0|0|3.0|0|0.0|0
