|dates|AleutiansWest_Alaska_UnitedStates.JHU_ConfirmedCases.data|AleutiansWest_Alaska_UnitedStates.JHU_ConfirmedCases.missing|AleutiansWest_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|AleutiansWest_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|AleutiansWest_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|AleutiansWest_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|373.0|0|9.0|0|0.0|0
0|2020-05-18|373.0|0|9.0|0|0.0|0
0|2020-05-19|373.0|0|9.0|0|0.0|0
0|2020-05-20|373.0|0|9.0|0|0.0|0
0|2020-05-21|373.0|0|9.0|0|0.0|0
0|2020-05-22|373.0|0|9.0|0|0.0|0
0|2020-05-23|373.0|0|9.0|0|0.0|0
