|dates|OutofIA_Iowa_UnitedStates.JHU_ConfirmedCases.data|OutofIA_Iowa_UnitedStates.JHU_ConfirmedCases.missing|OutofIA_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|OutofIA_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|OutofIA_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|OutofIA_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|0.0|0|0.0|0|0.0|0
0|2020-05-15|0.0|0|0.0|0|0.0|0
0|2020-05-16|0.0|0|0.0|0|0.0|0
