|dates|Emanuel_Georgia_UnitedStates.JHU_ConfirmedCases.data|Emanuel_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Emanuel_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Emanuel_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Emanuel_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Emanuel_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|27.0|0|2.0|0|0.0|0
0|2020-05-28|27.0|0|2.0|0|0.0|0
0|2020-05-29|27.0|0|2.0|0|0.0|0
0|2020-05-30|27.0|0|2.0|0|0.0|0
