|dates|SanDiego_California_UnitedStates.JHU_ConfirmedCases.data|SanDiego_California_UnitedStates.JHU_ConfirmedCases.missing|SanDiego_California_UnitedStates.JHU_ConfirmedDeaths.data|SanDiego_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanDiego_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanDiego_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6559.0|0|249.0|0|0.0|0
0|2020-05-25|6701.0|0|249.0|0|0.0|0
0|2020-05-26|6701.0|0|249.0|0|0.0|0
