|dates|Richland_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Richland_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Richland_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Richland_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Richland_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Richland_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|106.0|0|1.0|0|0.0|0
0|2020-05-18|107.0|0|1.0|0|0.0|0
0|2020-05-19|108.0|0|2.0|0|0.0|0
0|2020-05-20|108.0|0|2.0|0|0.0|0
0|2020-05-21|113.0|0|2.0|0|0.0|0
0|2020-05-22|114.0|0|2.0|0|0.0|0
0|2020-05-23|114.0|0|2.0|0|0.0|0
