|dates|Wahkiakum_Washington_UnitedStates.JHU_ConfirmedCases.data|Wahkiakum_Washington_UnitedStates.JHU_ConfirmedCases.missing|Wahkiakum_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Wahkiakum_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Wahkiakum_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Wahkiakum_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4.0|0|0.0|0|0.0|0
0|2020-05-25|4.0|0|0.0|0|0.0|0
0|2020-05-26|4.0|0|0.0|0|0.0|0
