|dates|Cannon_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Cannon_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Cannon_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Cannon_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Cannon_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Cannon_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|13.0|0|0.0|0|0.0|0
0|2020-05-18|13.0|0|0.0|0|0.0|0
0|2020-05-19|13.0|0|0.0|0|0.0|0
0|2020-05-20|13.0|0|0.0|0|0.0|0
0|2020-05-21|15.0|0|0.0|0|0.0|0
0|2020-05-22|15.0|0|0.0|0|0.0|0
0|2020-05-23|15.0|0|0.0|0|0.0|0
