|dates|Winchester_Virginia_UnitedStates.JHU_ConfirmedCases.data|Winchester_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Winchester_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Winchester_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Winchester_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Winchester_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|80.0|0|1.0|0|0.0|0
0|2020-05-18|84.0|0|1.0|0|0.0|0
0|2020-05-19|96.0|0|1.0|0|0.0|0
0|2020-05-20|104.0|0|1.0|0|0.0|0
0|2020-05-21|110.0|0|1.0|0|0.0|0
0|2020-05-22|121.0|0|1.0|0|0.0|0
0|2020-05-23|121.0|0|1.0|0|0.0|0
