|dates|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedCases.data|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedCases.missing|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|548.0|0|19.0|0|0.0|0
0|2020-05-18|557.0|0|19.0|0|0.0|0
0|2020-05-19|559.0|0|19.0|0|0.0|0
0|2020-05-20|564.0|0|19.0|0|0.0|0
0|2020-05-21|584.0|0|19.0|0|0.0|0
0|2020-05-22|591.0|0|19.0|0|0.0|0
0|2020-05-23|591.0|0|19.0|0|0.0|0
