|dates|White_Arkansas_UnitedStates.JHU_ConfirmedCases.data|White_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|White_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|White_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|White_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|White_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|1.0|0|0.0|0
0|2020-05-18|37.0|0|1.0|0|0.0|0
0|2020-05-19|37.0|0|1.0|0|0.0|0
0|2020-05-20|37.0|0|1.0|0|0.0|0
0|2020-05-21|37.0|0|1.0|0|0.0|0
0|2020-05-22|37.0|0|1.0|0|0.0|0
0|2020-05-23|37.0|0|1.0|0|0.0|0
