|dates|Titus_Texas_UnitedStates.JHU_ConfirmedCases.data|Titus_Texas_UnitedStates.JHU_ConfirmedCases.missing|Titus_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Titus_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Titus_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Titus_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|96.0|0|1.0|0|0.0|0
0|2020-05-18|102.0|0|1.0|0|0.0|0
0|2020-05-19|129.0|0|1.0|0|0.0|0
0|2020-05-20|142.0|0|2.0|0|0.0|0
0|2020-05-21|189.0|0|2.0|0|0.0|0
0|2020-05-22|248.0|0|2.0|0|0.0|0
0|2020-05-23|248.0|0|2.0|0|0.0|0
