|dates|Jefferson_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4.0|0|0.0|0|0.0|0
0|2020-05-28|4.0|0|0.0|0|0.0|0
0|2020-05-29|4.0|0|0.0|0|0.0|0
0|2020-05-30|4.0|0|0.0|0|0.0|0
