|dates|Accomack_Virginia_UnitedStates.JHU_ConfirmedCases.data|Accomack_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Accomack_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Accomack_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Accomack_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Accomack_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|727.0|0|11.0|0|0.0|0
0|2020-05-25|731.0|0|11.0|0|0.0|0
0|2020-05-26|731.0|0|11.0|0|0.0|0
