|dates|OutofMI_Michigan_UnitedStates.JHU_ConfirmedCases.data|OutofMI_Michigan_UnitedStates.JHU_ConfirmedCases.missing|OutofMI_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|OutofMI_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|OutofMI_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|OutofMI_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|88.0|0|0.0|0|0.0|0
0|2020-05-18|62.0|0|0.0|0|0.0|0
0|2020-05-19|13.0|0|0.0|0|0.0|0
0|2020-05-20|21.0|0|0.0|0|0.0|0
0|2020-05-21|42.0|0|0.0|0|0.0|0
0|2020-05-22|48.0|0|0.0|0|0.0|0
0|2020-05-23|48.0|0|0.0|0|0.0|0
